event_id,well_id,pad_id,event_time,current_lift_mode,before_liquid_rate_m3d,before_gas_rate_e3m3d,before_watercut_pct,before_tubing_pressure_kpa,before_casing_pressure_kpa,before_line_pressure_kpa,before_production_volatility,before_arrival_reliability_pct,before_missed_arrivals_7d,current_gas_injection_e3m3d,current_afterflow_min,current_close_time_min,action_delta_gas_e3m3d,action_delta_afterflow_min,action_delta_close_time_min,days_since_last_change,data_quality_score,downtime_flag,facility_constraint_flag,high_watercut_regime,liquid_loading_risk_score,event_quality_label,target_delta_liquid_48h_m3d
EVT_0236,WELL_02,PAD_1,2025-09-13,gas_lift,48.6,68.66,43.9,2689,4580,1282,0.957,87.3,0,39.43,19.1,44.3,8.58,0.4,-0.7,5,0.901,0,0,0,0.54,low_quality,2.47
EVT_0239,WELL_04,PAD_2,2025-09-14,plunger_assisted_gas_lift,3.57,50.22,20.4,2021,3959,1099,0.932,84.9,1,32.74,40.7,66.3,2.55,4.4,6.7,32,0.944,0,0,0,0.478,clean,1.11
EVT_0243,WELL_12,PAD_4,2025-09-14,gas_assisted_plunger,21.83,73.18,75.8,2026,4948,1283,2.306,85.7,2,31.31,34.6,76.6,6.81,6.6,-13.1,34,0.789,0,0,1,1,clean,8.43
EVT_0241,WELL_11,PAD_4,2025-09-21,gas_assisted_plunger,12.14,35.56,80,2890,4527,1367,1.72,81.8,1,33.49,45.5,130.4,-3.1,-3.6,-4.5,28,0.805,1,0,1,1,clean,-2.3
EVT_0242,WELL_05,PAD_2,2025-09-24,gas_lift,16.24,31.02,32.2,1819,4704,1083,1.933,88.8,0,25.06,7.7,55.6,-1.42,4.6,2.4,15,0.576,1,0,0,0.82,contaminated,0.3
EVT_0246,WELL_02,PAD_1,2025-09-26,plunger_assisted_gas_lift,49.89,65.45,40.3,2729,3749,1209,1.16,,4,38.43,39.6,84,-1.59,-22.5,10.9,29,0.677,0,1,0,0.873,low_quality,-2.72
EVT_0244,WELL_11,PAD_4,2025-09-27,plunger_dominant,26.82,51.57,53.6,1928,4045,1120,1.406,82.8,1,22.42,46.4,51,-13.29,3.7,20.5,18,0.932,0,0,0,0.814,clean,-10.38
EVT_0247,WELL_01,PAD_1,2025-10-03,gas_lift,43.64,60.72,58.4,2822,3169,1354,1.803,82.7,1,39.2,30.5,51.5,-2.27,0.3,1.7,9,0.673,0,1,0,0.978,low_quality,1.15
EVT_0252,WELL_07,PAD_3,2025-10-05,gas_assisted_plunger,18.2,21.8,68,2069,3871,1199,2.614,68.3,3,10.21,34.6,62.2,5.71,6.1,20.7,8,0.612,1,0,0,1,clean,2.51
EVT_0253,WELL_08,PAD_3,2025-10-07,gas_assisted_plunger,10.6,32.39,38.8,1659,2873,1090,0.936,81.2,2,5.68,32.5,105,9.88,3.2,6.5,5,0.923,0,0,0,0.639,clean,4.06
EVT_0245,WELL_12,PAD_4,2025-10-11,plunger_assisted_gas_lift,18.66,80.13,52.8,2526,4653,1150,1.726,76.6,2,39.65,48.3,90.9,-9.24,-3.8,18.4,13,0.935,0,0,0,0.995,clean,-8.11
EVT_0255,WELL_09,PAD_3,2025-10-13,gas_lift,20.49,69.96,62.8,2100,4665,996,1.042,88.2,0,41.26,32.6,38.6,2.96,-1.9,-5.4,11,0.623,1,0,0,0.662,contaminated,0.51
EVT_0248,WELL_12,PAD_4,2025-10-15,gas_assisted_plunger,23.53,67.35,60.9,2315,4890,1219,1.058,73,1,34.33,39.7,81.2,3.84,-5,-1.4,10,0.881,0,0,0,0.749,clean,2.29
EVT_0251,WELL_11,PAD_4,2025-10-15,plunger_dominant,19.92,47.56,54.2,2330,4293,1112,1.42,82.8,5,16.29,56.7,103.1,25,-8.8,23.2,17,0.649,1,0,0,1,contaminated,1.27
EVT_0249,WELL_07,PAD_3,2025-10-19,gas_assisted_plunger,22.89,45.45,42.3,2393,4123,840,0.941,89.1,0,17.31,62.5,50,-1.69,4.3,26.4,8,0.887,0,0,0,0.523,clean,-7.04
EVT_0250,WELL_03,PAD_1,2025-10-21,plunger_assisted_gas_lift,18.92,73.42,32,2989,3883,1382,1.756,69.8,2,47.38,43.5,79.5,5.66,-6,-13.8,3,0.818,0,0,0,0.915,clean,4.08
EVT_0256,WELL_12,PAD_4,2025-10-22,gas_assisted_plunger,14.62,75.23,47.3,1757,3870,1359,0.878,85,1,65.62,35.8,111.3,-9.21,-5.8,-2.1,8,0.845,0,0,0,0.594,clean,-1.83
EVT_0254,WELL_04,PAD_2,2025-10-25,plunger_assisted_gas_lift,17.78,67.55,39.5,2438,4125,1465,1.627,61,3,44.74,52.5,60.1,-5.47,-2.1,-1.4,16,0.751,1,0,0,0.985,low_quality,2.92
EVT_0257,WELL_05,PAD_2,2025-10-30,gas_assisted_plunger,23.23,7.98,55.2,1954,3404,973,1.841,67.7,0,15.04,43.1,77.5,5,-4.4,-8.4,18,0.818,0,0,0,0.945,clean,1.54
EVT_0260,WELL_10,PAD_4,2025-10-31,gas_assisted_plunger,18.95,37.85,52.7,2692,3962,1153,0.815,79.4,1,30.86,46.8,94.2,-1.37,-10.7,-2.1,24,0.826,0,0,0,0.61,clean,-2.26
EVT_0259,WELL_04,PAD_2,2025-11-02,plunger_assisted_gas_lift,15.28,72.6,18.8,2463,4449,1427,0.966,79,3,18.39,35.7,71.9,-4.93,-2.9,-14.7,7,0.91,0,0,0,0.614,clean,-2.02
EVT_0258,WELL_12,PAD_4,2025-11-04,gas_lift,24.93,54.47,46.4,2293,4183,1296,2.726,88.9,0,33.29,18.1,52.7,-2.75,3.8,-0.8,1,0.865,0,0,0,1,clean,-2.78
EVT_0261,WELL_07,PAD_3,2025-11-09,gas_assisted_plunger,29.66,37.77,47.9,2462,3642,826,1.341,75.9,5,27.94,18.4,86.3,1.51,-2.7,10.8,16,0.888,0,1,0,1,contaminated,4.22
EVT_0263,WELL_08,PAD_3,2025-11-11,gas_assisted_plunger,7.76,33.14,32.7,2554,4711,833,0.797,89.6,0,38.48,67.2,128.1,-9.39,-2.5,-5.7,32,0.95,0,0,0,0.423,clean,-1.7
EVT_0262,WELL_04,PAD_2,2025-11-18,plunger_assisted_gas_lift,2.02,50.67,29.6,2284,4882,766,3.03,54.2,7,32.33,23.9,95.5,9.2,-5.4,8,22,0.666,0,0,0,1,low_quality,-0.65
EVT_0266,WELL_10,PAD_4,2025-11-18,gas_assisted_plunger,27.06,42.9,48.3,2487,3742,1155,1.331,70.3,8,26.51,52.1,66,2.3,-4,-10.2,101,0.855,0,0,0,1,clean,1.75
EVT_0268,WELL_07,PAD_3,2025-11-21,gas_lift,17.77,39.8,62.3,2722,4053,1269,1.464,89.3,0,15.27,23.1,69.9,-14,6.6,-6.7,36,0.84,0,0,0,0.805,clean,-9.32
EVT_0267,WELL_06,PAD_2,2025-11-24,plunger_assisted_gas_lift,30.11,61.53,55.6,2639,5068,899,2.348,76.5,2,28.4,32.8,76.6,-4.07,11.3,-5,23,0.92,0,0,0,1,clean,-3.61
EVT_0264,WELL_09,PAD_3,2025-11-25,gas_assisted_plunger,29.06,41.82,64.7,2845,4443,1275,1.206,82.1,0,38.7,44.1,112.1,6.98,8.7,-5.9,1,0.985,0,0,0,0.742,clean,1
EVT_0269,WELL_07,PAD_3,2025-11-25,gas_assisted_plunger,33.72,28.92,57.4,1966,3411,799,1.032,80,2,27.69,7.9,78.5,-5.6,6.1,14.1,4,1,0,0,0,0.768,clean,-0.2
EVT_0272,WELL_08,PAD_3,2025-12-02,gas_assisted_plunger,12.58,26.26,31.7,3176,3887,802,1.152,79.8,3,21.64,36.5,128.8,4.57,4,-4.1,24,0.86,0,0,0,0.742,clean,4.25
EVT_0270,WELL_05,PAD_2,2025-12-05,plunger_dominant,14.85,32.19,56,2888,3302,766,1.553,61.6,4,0,27.8,119.5,3.3,0.9,10.9,32,0.877,0,0,0,1,clean,-0.58
EVT_0271,WELL_11,PAD_4,2025-12-06,plunger_dominant,26.38,47.58,69.5,2441,4229,1098,0.907,77.6,1,29.17,36.5,72.8,6.55,2.4,9.2,20,0.599,1,0,0,0.73,clean,-0.93
EVT_0265,WELL_12,PAD_4,2025-12-08,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,-9.52,1.7,7.4,9,0.852,0,0,0,1,clean,-4.41
EVT_0274,WELL_08,PAD_3,2025-12-08,gas_lift,9.43,60.04,29.3,2339,3539,1560,0.964,90.3,0,22.15,26.9,64.4,-3.38,-1.9,-0.8,40,0.874,0,0,0,0.464,clean,-3.4
EVT_0275,WELL_03,PAD_1,2025-12-15,gas_assisted_plunger,32.4,61.55,8.5,1918,2940,581,0.776,76.3,1,25.6,28.3,138.1,-6.07,-2.6,23.8,8,0.976,0,0,0,0.382,clean,-3.78
EVT_0277,WELL_11,PAD_4,2025-12-16,plunger_dominant,9.51,24.11,78.4,3147,3416,823,1.053,64.1,4,4.45,32.2,79.9,3.53,-1.6,5.8,46,0.787,0,0,1,1,low_quality,-2.3
EVT_0273,WELL_01,PAD_1,2025-12-17,plunger_assisted_gas_lift,35.55,56.48,55.3,2186,4401,,0.821,76.9,1,20.41,38.9,151.7,-2.99,-11.8,-24.2,3,0.771,0,1,0,0.63,low_quality,-4.92
EVT_0279,WELL_01,PAD_1,2025-12-20,plunger_dominant,39.8,53.63,58.5,2513,4301,1082,1.511,72.4,2,42.06,44.8,56.3,-3.47,-5.9,-17.4,12,0.843,0,0,0,0.957,clean,-3.33
EVT_0280,WELL_06,PAD_2,2025-12-22,gas_lift,43.53,59.5,72,2617,4072,1137,1.476,87.5,1,49.33,16,75.2,-8.28,-1.7,1.8,24,0.716,0,1,1,0.921,contaminated,-10.53
EVT_0276,WELL_01,PAD_1,2025-12-22,gas_lift,44.86,57.58,40.9,1905,3400,1045,1.657,86.9,0,30.06,27.3,56.2,1.01,-3,0.4,17,0.892,0,0,0,0.771,clean,2.9
EVT_0281,WELL_01,PAD_1,2025-12-25,gas_lift,39.13,53.46,74.2,2846,4550,767,1.257,89.9,0,50.91,27.5,24.1,2.31,-0.4,5.5,53,0.766,0,0,1,0.792,clean,-1.95
EVT_0283,WELL_07,PAD_3,2025-12-26,plunger_dominant,21.55,14.54,65.7,2579,3479,702,1.971,63.3,2,15.5,27.6,97.4,-2.15,-0.3,0.2,21,0.851,0,0,0,1,clean,-2.5
EVT_0282,WELL_11,PAD_4,2025-12-28,plunger_dominant,15.57,26.41,68.5,2123,4592,830,1.314,79.1,1,33.05,68,62.2,3,3.6,11.1,1,0.842,0,0,0,0.864,clean,3.46
EVT_0278,WELL_07,PAD_3,2026-01-03,gas_lift,23.39,30.74,48.8,2671,4702,1189,1.044,91.8,0,26.34,37.7,63.8,-0.04,0.3,-3.2,56,0.801,0,1,0,0.586,low_quality,3.11
EVT_0284,WELL_03,PAD_1,2026-01-08,plunger_assisted_gas_lift,19.28,57.33,38.3,2787,4683,1035,0.627,77.6,3,32.36,44.8,129.4,4.12,13.4,0.8,11,0.822,0,0,0,0.596,clean,1.34
EVT_0286,WELL_03,PAD_1,2026-01-09,plunger_assisted_gas_lift,14.2,71.51,48.8,2394,5170,1142,1.369,78,3,33.17,36.3,110.3,0.82,-1.4,-0.2,14,0.901,0,0,0,0.907,clean,0.27
EVT_0287,WELL_03,PAD_1,2026-01-10,plunger_assisted_gas_lift,18.64,49.77,22.1,2455,3867,845,1.211,65.4,3,25.92,27.9,116.7,-17.43,1.4,-1.2,16,0.88,0,0,0,0.744,clean,-5.12
EVT_0285,WELL_08,PAD_3,2026-01-13,gas_assisted_plunger,10.87,48.64,38.2,2774,3216,1126,1.341,73,2,9.2,55.4,95.8,5.34,-5.2,1.2,30,0.8,0,1,0,0.795,contaminated,-0.23
EVT_0288,WELL_07,PAD_3,2026-01-23,gas_assisted_plunger,25.18,34.09,39.2,2212,4485,811,1.474,74.3,3,40.76,41.3,114.2,3.27,9.3,7.5,10,0.866,0,0,0,0.903,clean,1.08
EVT_0289,WELL_09,PAD_3,2026-01-25,gas_lift,20.63,54.56,48.4,1863,4216,1046,2.679,87.7,1,8.03,25.9,36.2,-5.43,-0.7,-3.4,4,0.803,0,0,0,1,clean,-3.59
EVT_0290,WELL_03,PAD_1,2026-01-26,plunger_assisted_gas_lift,32.89,51.53,22.4,2712,4041,904,1.05,65.1,3,35.62,47.5,62.4,2.4,4.8,-19.1,4,0.983,0,0,0,0.689,clean,-0.48
EVT_0291,WELL_08,PAD_3,2026-01-29,gas_assisted_plunger,12.45,36.25,50.3,2611,4909,1120,0.914,76.3,1,7.92,56.5,130.8,-4.03,4.3,14.5,15,0.825,0,0,0,0.639,clean,-4.02
EVT_0292,WELL_06,PAD_2,2026-02-02,plunger_dominant,38.42,63.1,43.2,1946,3076,900,2.138,74.5,4,41.17,54,120.3,-6.44,6.5,-13.1,13,1,0,0,0,1,clean,-8.1
EVT_0294,WELL_04,PAD_2,2026-02-03,plunger_assisted_gas_lift,8.93,63.5,33.8,2228,3746,1098,1.194,87.8,1,30.78,46.1,71.1,-2.75,4.2,6.9,33,0.787,0,0,0,0.632,low_quality,1.73
EVT_0293,WELL_03,PAD_1,2026-02-05,gas_assisted_plunger,25.91,52.06,22.8,1279,4132,1178,0.673,82.4,0,40.07,56.1,82.1,-4.82,4.2,0.1,15,0.973,0,0,0,0.345,clean,-1.32
EVT_0296,WELL_12,PAD_4,2026-02-07,gas_lift,16.68,64.27,43.8,2675,4463,1442,0.904,95.2,0,23.9,35.2,59.2,-17.22,-1.6,-1.4,3,0.997,0,0,0,0.505,clean,-9.48
EVT_0295,WELL_03,PAD_1,2026-02-11,plunger_assisted_gas_lift,9.08,64.8,36.7,2901,4397,1299,0.783,86.1,2,16.26,31,88.7,-10.6,3.7,24.2,28,0.915,0,0,0,0.565,low_quality,-5.03
EVT_0303,WELL_10,PAD_4,2026-02-12,gas_assisted_plunger,33.77,35.68,42.2,2671,3433,1393,0.669,70.7,5,16.86,44,75,8.82,3.7,-8.3,12,0.96,0,0,0,0.763,clean,2.24
EVT_0298,WELL_10,PAD_4,2026-02-13,gas_assisted_plunger,32.98,64.02,47,2820,4068,1193,1.604,82.4,0,43.69,71.7,47.8,4.57,1.2,5.7,37,1,0,0,0,0.791,low_quality,3.65
EVT_0297,WELL_01,PAD_1,2026-02-13,gas_lift,39.08,59.97,40.1,2537,3363,1319,2.439,83.7,1,32.66,27.6,45.4,-7.72,-5.3,-1.4,21,0.938,0,0,0,1,clean,-7.49
EVT_0299,WELL_04,PAD_2,2026-02-14,plunger_assisted_gas_lift,12.93,43.07,36.1,2566,4894,975,0.632,84.9,1,30.78,38.9,78.8,-4.19,0.4,-6.7,51,0.851,0,0,0,0.452,clean,0.33
EVT_0301,WELL_03,PAD_1,2026-02-19,plunger_assisted_gas_lift,23.58,52.76,31.6,2252,3028,1121,1.157,80.2,3,22.23,37.5,120.8,-1.75,3.5,-3.6,39,0.888,0,0,0,0.743,low_quality,-0.14
EVT_0300,WELL_05,PAD_2,2026-02-22,plunger_dominant,31.19,4.14,60.9,1442,4015,606,1.629,68.2,2,25.68,40.4,73.8,-2.19,11.8,-17.8,22,0.741,0,0,0,1,clean,-3.08
EVT_0302,WELL_06,PAD_2,2026-02-25,plunger_dominant,32.53,56.3,75.4,3345,4194,1287,1.455,74.7,3,51.08,38.7,121.4,6.53,7.5,-5.9,25,0.811,0,0,1,1,clean,4.3
EVT_0309,WELL_08,PAD_3,2026-02-26,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,-4.34,14.7,-6.1,1,0.798,0,0,0,0.866,clean,-1.78
EVT_0305,WELL_05,PAD_2,2026-03-03,gas_assisted_plunger,29.75,21.26,41.8,1534,4067,1287,1.016,69.6,2,4.52,49.5,93.3,-4.7,-3.4,-9.2,5,0.817,0,0,0,0.705,clean,-3.02
EVT_0306,WELL_02,PAD_1,2026-03-04,gas_lift,38.28,60.61,45.4,2076,4023,949,1.037,95.4,0,46.09,33.6,81.6,1.44,-0.4,-0.1,29,0.904,0,0,0,0.559,clean,0.3
EVT_0304,WELL_05,PAD_2,2026-03-04,gas_assisted_plunger,24.27,28.47,42.2,2249,4868,846,0.798,70.9,3,13.84,32.1,38.1,-11.83,21.1,0.7,7,0.891,0,0,0,0.688,clean,-5.5
EVT_0307,WELL_11,PAD_4,2026-03-15,plunger_assisted_gas_lift,11.43,44.52,59.3,2482,3332,752,1.896,64.1,2,3.31,54.6,81.7,12.69,2.1,-2.7,8,0.803,1,0,0,1,contaminated,13.86
EVT_0310,WELL_04,PAD_2,2026-03-16,gas_lift,11.45,41.48,35.2,2700,5337,1334,0.928,90.1,0,37.05,32.7,2.2,4.7,-3.8,-2.6,11,0.73,0,0,0,0.481,clean,0.11
EVT_0308,WELL_06,PAD_2,2026-03-19,plunger_dominant,35.91,56.7,66.4,1795,4349,1108,1.205,70.7,4,38.49,34.7,85.7,-2.74,-0.2,1.2,1,0.983,0,0,0,1,clean,0.8
EVT_0312,WELL_05,PAD_2,2026-03-19,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,2.46,1,-8.7,25,1,0,0,0,0.966,low_quality,-0.25
EVT_0314,WELL_07,PAD_3,2026-03-22,gas_lift,13.02,40.42,68.5,2186,3650,1075,3.071,87.2,0,0,21.1,66.2,0.19,1.8,2.8,5,0.672,1,0,0,1,contaminated,1.63
EVT_0311,WELL_07,PAD_3,2026-03-23,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,2.5,-12.4,1,21,0.893,0,0,0,0.688,clean,-0.76
EVT_0313,WELL_04,PAD_2,2026-03-26,gas_lift,24.8,38.39,32.9,2764,3687,776,1.264,95.2,1,31.41,26.5,87,-3.19,-6.3,-6.1,36,0.837,0,0,0,0.637,clean,-0.18
EVT_0315,WELL_03,PAD_1,2026-03-29,plunger_assisted_gas_lift,20.21,45.15,30.2,2426,4159,773,1.364,57.9,6,36.39,39.6,128.4,7.78,1.4,-0.4,30,0.841,0,0,0,1,clean,1.29
EVT_0316,WELL_10,PAD_4,2026-03-30,gas_assisted_plunger,13.62,37.59,46.7,2235,3465,1263,2.029,66.3,1,27.36,55.1,62.8,4.54,4,-14.5,2,0.855,0,0,0,1,clean,0.54
EVT_0318,WELL_04,PAD_2,2026-03-31,plunger_assisted_gas_lift,17.85,59.03,36.5,2380,4141,669,1.135,82.1,4,47.54,37.6,98.5,3.35,12.3,-5.1,15,0.831,0,0,0,0.816,low_quality,-1.95
EVT_0317,WELL_06,PAD_2,2026-04-02,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,2.11,-7.9,16,34,0.746,0,0,1,1,clean,-4.17
EVT_0319,WELL_11,PAD_4,2026-04-03,plunger_dominant,10.91,30.22,57.9,2612,3595,1173,1.801,54.2,8,27.13,54.9,87.8,-6.07,-0.6,-14.2,8,0.849,0,0,0,1,low_quality,-5.37
EVT_0320,WELL_08,PAD_3,2026-04-04,gas_assisted_plunger,16.3,54.21,29.7,2386,4334,1210,0.84,74.6,3,13.51,32.4,104.8,2.11,-3.9,8.3,1,0.954,0,0,0,0.633,clean,-0.31
